training_loss,validation_loss,test_loss
0.768200371496841,0.7662874280878927,0.9055532234410445
0.7123664064184491,0.6880977575757862,0.7799360488851865
0.6731716038296576,0.6931354957344258,0.7574447331329187
0.6583309556497673,0.6817154480820209,0.7513779371976852
0.6399631787058526,0.6605424834827406,0.7798777893185616
0.6234632567214096,0.6700263002936819,0.8062794751177231
0.6178792220729906,0.6703330398397108,0.7303300254046917
0.5898969685081887,0.6324412862943337,0.724867282807827
0.5906451094598897,0.6331099670017715,0.7266872990876436
0.5861863716942283,0.6243460826509821,0.7664084783444802
0.5784650062977345,0.631399576247266,0.7641852823396523
0.5760697536994662,0.6438340959427631,0.7036076848705609
0.5670035387661341,0.6371621623371555,0.7448209889233113
0.5572822093798787,0.6447784027694601,0.723079651966691
0.5587725165028092,0.6328358355481013,0.7297895785421133
