training_loss,validation_loss,test_loss
0.8059056161581415,0.7342947205874772,0.8565857770542303
0.7278421813770469,0.6727973572184555,0.7899107605218887
0.68222555125841,0.6330478218408813,0.7818753870824973
0.6718425791282042,0.6240250968695742,0.7975446000695229
0.6432042796560357,0.6182266763221901,0.8190239289154609
0.6301494592190844,0.632781755409937,0.7327728944520155
0.627243937182743,0.5958493120506801,0.7311055410653353
0.62097660748832,0.5951221489668947,0.7468885975579421
0.6126147103289851,0.6014200263714369,0.7246855857471625
0.6032783316234044,0.6115641625581589,0.6912961824486653
0.5777929719636398,0.5884726790595899,0.7203568123281002
0.5669366018764214,0.5899929691073114,0.7293482455114524
0.5633546638722836,0.5970400936440029,0.7247554063796997
0.553525201036735,0.5893789341887542,0.721648051093022
0.5500708670248237,0.5919424847295854,0.715690054744482
0.5525011474810606,0.5856185270951385,0.7229640807956457
0.5491356431893939,0.5866239599685753,0.719600839788715
0.5419055209701172,0.5851498039818444,0.7204490169882775
0.5428359228046199,0.5873746386341816,0.720583189278841
0.5491723671918158,0.5860376041547387,0.7198369350284338
0.5453789298117688,0.5858234138087889,0.7202763625731071
0.539212190162852,0.5853359892436888,0.7202912525584301
0.5437610644303197,0.5856918368191846,0.7201561205089092
