training_loss,validation_loss,test_loss
0.7785057416268154,0.7419817615135581,0.888373710711797
0.7162255550677006,0.7340768933032467,0.9672661436100801
0.6761516300813023,0.7009049446973126,0.7820409625768662
0.6547282562813664,0.6944508092988909,0.783968985453248
0.6339555144375932,0.6918390172377097,0.6681956375638644
0.6192200164417777,0.6865149299259734,0.6905322292198738
0.6124611508793536,0.7080379079664703,0.7982353895902634
0.5960861421808337,0.711619455993703,0.7374693039804697
0.570730826496023,0.6689999526844616,0.7151738272358974
0.5700235744789902,0.6698049949069994,0.7086059501394629
0.5703272829656448,0.7254307086422908,0.787549983151257
0.5550341067538984,0.6892664068238398,0.7214343785618742
0.5496651754277734,0.6952656888262888,0.7736070560291409
0.5490048562168284,0.6827451221447075,0.7257413496573766
