training_loss,validation_loss,test_loss
0.7673825877430165,0.7252274568365739,0.9337666859229405
0.7266561865839547,0.7075967220342265,0.8268144264817238
0.6933281045505958,0.6618202136153668,0.8957229596873124
0.6605124219065219,0.6428717471725118,0.8570215623825789
0.6441950993200319,0.6572595776050492,0.712677068884174
0.6327834311806786,0.6075691281430489,0.7686385449022055
0.6217690659109998,0.6179843942544102,0.7116678675015767
0.6057341978844024,0.6051982769132715,0.7726727685580651
0.5983973218507208,0.6477547218050577,0.827206996579965
0.591675754521141,0.6379696280423519,0.6586514602104823
0.5557015173269056,0.6132772784119687,0.6603687276442846
0.5514323414773145,0.6085878073905422,0.6776202318258584
0.5349217835088483,0.5956178722589944,0.68927972552677
0.5328741671385623,0.6041523135077637,0.6659756595268845
0.5305132296068215,0.6073065638805912,0.6788925375789404
0.526730923328252,0.6026422810963298,0.6719386971866091
0.5285288821988269,0.6027243487470972,0.6673496320843697
0.5257016529485715,0.6022027031378409,0.6687299852569898
