training_loss,validation_loss,test_loss
0.7696951275971611,0.7715561636517533,0.931486006329457
0.7208242712097358,0.7353918184485055,0.8742053023229043
0.6927621423934414,0.7261687912112844,0.8849334211399158
0.6725212920424157,0.690310439572925,0.8319705938299496
0.64376549285103,0.6921354143229206,0.8598051138222218
0.6287450662162979,0.6410205748624507,0.7452964165558418
0.6141666066461959,0.6720166311854809,0.7745899001757304
0.6152154979403172,0.6262639602069306,0.7066541329026222
0.584859402858512,0.6461911007630087,0.797457994086047
0.5795354749183211,0.654575492362533,0.7870546542108059
0.5537701702091546,0.6358747020100071,0.727414354433616
0.5430203431442512,0.6304549245839626,0.7095439528425534
0.5299567968906027,0.6119490027163936,0.6851703402896722
0.5292391480416455,0.6356734697402051,0.7499861110001802
0.5220412590450286,0.6270367915420669,0.7119314620892206
0.5224995375404843,0.621248267294295,0.7065550697346529
0.5260878480163164,0.6216313901101858,0.7132659653822581
0.5221938166717908,0.6207550609797503,0.7119890118638674
