training_loss,validation_loss,test_loss
0.8006712527599482,0.767457520407913,0.9694207390149434
0.7503193982802661,0.7565404869022623,1.0117545274396738
0.718446947205647,0.7311991899546268,0.8730546022454898
0.7023768931033865,0.7684427605266064,0.8264458940674861
0.6830756393450815,0.754581775021764,0.839064788694183
0.6482373214763614,0.7093571913717067,0.8935670596857865
0.6438007756935812,0.7039452611213237,0.8765932473043601
0.6388752674107003,0.7064462242796358,0.8906789203484853
0.6296390052555145,0.7067516164573948,0.8306707371026277
0.6135165737035264,0.6964592337608337,0.857395754630367
0.6057500139257945,0.7059779047174791,0.9094522409141064
0.6102813453273436,0.7007149641228988,0.8884939967344204
0.6039717790827287,0.7027911275823032,0.8718088140090307
0.5987188356013688,0.7051220670738051,0.886839559674263
0.6024302928255195,0.7042261707901427,0.8855701467643181
