training_loss,validation_loss,test_loss
0.7960464168768541,0.8124420416038648,0.9154890875021616
0.7549450655129895,0.8265235389755891,0.9284761634965738
0.7383175951519371,0.810879836699604,0.974752347668012
0.7237255698547954,0.7612647632450129,0.933680992325147
0.7121409960915294,0.7391096989137936,0.8561686006685097
0.6960916310647683,0.7512190298432797,0.9145435007909933
0.6845318710645744,0.7193486387882613,0.8860688236852486
0.658828394339148,0.6925665040591121,0.8287617216507593
0.6485312170456204,0.6727014241360985,0.866194237023592
0.6437379272440366,0.6678268589672789,0.7618693853418033
0.624162942286482,0.6543536872594757,0.7547070709367593
0.6152085506777584,0.6628098610491879,0.8335332756241163
0.6107132091162215,0.6433465436628435,0.8136878023544948
0.6014240885450117,0.6137537536895381,0.7442714509864649
0.5831201773268723,0.6871253759064505,0.944699315354228
0.5883741938237068,0.6110742552354272,0.7581958702454964
0.5752979851764651,0.7332958254007111,0.9684700936079025
0.5675230091272861,0.6163096504730988,0.7678549834837516
0.5352511799820097,0.5884138146596672,0.7157362350573142
0.5218726337384597,0.5963343683201655,0.7573309135933717
0.5172714074595576,0.6047162251728299,0.7481998859594265
0.49843800478342887,0.5793836025142036,0.7073503791044156
0.5034423742311455,0.5726072168455715,0.6945017645756404
0.4972594594624124,0.5754630637182071,0.6903298863520225
0.4967331707856692,0.5807089485491799,0.6981705605983735
0.4946303499730683,0.5723367810447132,0.7004691199709971
0.49733194581076373,0.5747212571776019,0.7114151423176129
0.4980483811299226,0.574012984282675,0.7056926660239696
0.4907614154024132,0.5733409573414684,0.7038659291962782
0.49124068449523334,0.5744032253206304,0.7084742217014234
0.4899461782842347,0.5743881492026611,0.7082927332570156
