training_loss,validation_loss,test_loss
0.7567434300363591,0.7713990976325179,0.8145149680475394
0.677020821431899,0.7241515593718638,0.7462691893180211
0.627928685108447,0.6811763774768441,0.6937664680182933
0.5988448429852724,0.6790029319514216,0.6218869532148044
0.5726242569497729,0.667716423890232,0.6996738104149699
0.561786559183744,0.6804019234151439,0.7871775090073546
0.5532967688194352,0.6532223004419192,0.6671115075548489
0.5357225148411121,0.7011489926186283,0.7540929461518924
0.5224849601169076,0.6590416139667541,0.7630973488713304
0.45220480278645336,0.679377019207562,0.6598959987362226
0.42280454590784766,0.7124539419876791,0.6680111130699515
0.37789255625823825,0.7147005416815524,0.6625839029128353
