training_loss,validation_loss,test_loss
0.7375712666034171,0.6816512520334362,0.8341639921069145
0.6474393262997665,0.6632266717146983,0.6895772233605385
0.6172135177900834,0.6665207827381329,0.7806752175092697
0.5889535972980403,0.6697818428541706,0.647189608340462
0.5000845642298856,0.6515956563561891,0.6722664541875323
0.47676903817934535,0.6558155132935638,0.6829613342881202
0.45282747459276457,0.673114257312454,0.675492801827689
0.40434357709358487,0.6835614954640644,0.6478581780567765
0.38397531959318876,0.6982971032570421,0.7003095148441693
0.3702167232924726,0.6935964816505402,0.6535326696932315
