training_loss,validation_loss,test_loss
0.7518761575024212,0.7568108003619498,1.05083560757339
0.6851069472186202,0.6274792960787241,0.8002762086689472
0.650273189278303,0.6651737977445653,0.8602218547215065
0.6238229084281927,0.6860155050469711,0.7819290657838186
0.5693542558732814,0.6178506734756242,0.6425999897221725
0.5382999558562198,0.6153857450833363,0.7240879603972038
0.5127607844605119,0.5867987482816772,0.7381507808963458
0.4936250871360566,0.5974369783910503,0.749366452669104
0.46626981988186594,0.5879701501566225,0.6654357849930723
0.4161969393170315,0.5794253431392454,0.7067059524978201
0.39429542344821766,0.5896640068035474,0.7613901631285747
0.3868879474538782,0.5779662162592981,0.7349666743228833
0.3636063918825733,0.5908969466170643,0.7346730274458726
0.35221494597061415,0.6093140459841991,0.7591815611968438
0.3324148555500515,0.597979458955537,0.7320936088139812
0.3345579611275559,0.5997183030405271,0.6902342537418008
0.32165123375783783,0.6018146521255242,0.7122670019666354
