training_loss,validation_loss,test_loss
0.7575118169683007,0.7760467929518329,1.0117882886280616
0.6607885497366697,0.587024547027803,0.7271500488122304
0.6278534456593009,0.5939126867899852,0.6715358826021354
0.6036604004211527,0.5547363204238689,0.6883818063884973
0.5857647789510346,0.5583349596873849,0.6601968925446272
0.5523478451341522,0.5797475653543936,0.6955498120747506
0.47209023298135244,0.5508183615727235,0.6839305170501272
0.433567259765634,0.5538067042300131,0.6166415226956209
0.4110392419728492,0.5471787913084294,0.6369381157370905
0.38833693714515694,0.5419478337156826,0.6610925043933094
0.34726035127836585,0.5654975980421347,0.6218198467977345
0.32360408185601064,0.6064046263216739,0.7291513081329565
0.26161182982578207,0.5564572279366244,0.7242506432657441
0.2468099500868053,0.5623518002788181,0.7173194906674325
0.22809694082717272,0.5663876348727308,0.698020119825378
