training_loss,validation_loss,test_loss
0.7800216411067321,0.6706197511042113,0.7941700115799903
0.7059871009262526,0.6105834347879993,0.8062119130045176
0.6599139458442156,0.5834326527155607,0.6901687101771434
0.6337205900654065,0.6040360625602502,0.6855376452207566
0.618169186579113,0.5677463958221199,0.7038129698485136
0.6194028757281799,0.5694201307091038,0.7093595239023368
0.5843142773708807,0.5580019426688684,0.7031094280381998
0.5828873611640482,0.5831136772392598,0.5953158645580212
0.5732824411490454,0.5584005582912833,0.6667690848310789
0.4910119991848427,0.5675625725261932,0.633751962458094
0.47322553668616224,0.5379971703596874,0.6459063038229942
0.44652401773770034,0.587101855834501,0.7177934444199006
0.4267261048688232,0.5620521779081463,0.6492971386760473
0.38073483414832604,0.5702159131374375,0.7063394185776511
0.35952836713770125,0.5677604940019351,0.7777150587799648
0.34589215732319695,0.5584376970289555,0.7129405175025264
