training_loss,validation_loss,test_loss
0.779486105867983,0.7604334300993818,0.9120285113652548
0.7216145307056409,0.6980608830937242,0.8647709454099337
0.6888293321780136,0.7207848393415983,0.953160605703791
0.6384065068796673,0.6526482635696905,0.8324412451436122
0.6225216975930122,0.58674353987506,0.6335764226814111
0.5859564518374679,0.7491582292832631,0.97291639658312
0.5643001810186007,0.621053869613504,0.8183147021879752
0.4857419418187532,0.6170022357749728,0.7494635459966957
0.4546934892176197,0.5720917914820983,0.6736652278341353
0.42970092775943003,0.6609186487255898,0.7950429298604528
0.40118329506367445,0.5979408690854248,0.7467515531151245
0.36042388871650055,0.626384483518458,0.785747762505586
0.35006538647292923,0.6450971890636513,0.7255720158107579
0.3212178354151547,0.6538141640809785,0.7714630357533072
