training_loss,validation_loss,test_loss
0.7926328967168795,0.7290438109003337,0.8973980637888114
0.7202308219651469,0.7723115280402445,0.9296025551855565
0.664587692662546,0.669116118906346,0.7785982996225357
0.6089405669806014,0.6857457569083282,0.7308748518427213
0.5915605290916509,0.7977621699724577,0.9414314871033033
0.49162271034087884,0.6329504535657114,0.6195053212965528
0.4656794313588633,0.6311787523790798,0.5849275689261655
0.4305878993498771,0.6052356792234741,0.6041575904935599
0.41219625451428965,0.5799826378975295,0.5993598747688035
0.37493486860066455,0.6098501199312443,0.6558749673577646
0.34995455449175056,0.6098256368288951,0.6600900548044593
0.27958147000496697,0.662683044106955,0.6663299822947011
0.26063502185351617,0.667781041465304,0.6900418646323184
0.24107773952903144,0.6551497212767733,0.7187556105898694
