training_loss,validation_loss,test_loss
0.7825100431136326,0.7113217083753738,0.9940265695254008
0.7207794837752538,0.6733350090484703,0.9407739320149024
0.6726332639500631,0.6285599970580202,0.7727710664272308
0.6466372416033286,0.6172097882470199,0.7699659454325835
0.6086742910515286,0.5834411217839317,0.7405603416264057
0.5904420359117861,0.6198555225819613,0.6928099823494752
0.5555325026533245,0.5650451957388262,0.6733530982087056
0.5451483532530874,0.6760356534701005,0.7945296104997397
0.5201462950244282,0.5913568359956277,0.5801208595434825
0.42483487441740203,0.5545276891423669,0.6752048838728418
0.4021768524224944,0.5797313988472508,0.6144730526953935
0.3797176847815415,0.5428283841110173,0.6651509327037881
0.35815946468712545,0.5938675757332713,0.6987762843258679
0.35402383676532295,0.5390710759973896,0.6334076457346479
0.3136911855591255,0.5815610918669706,0.7008938341789569
0.30019694815448533,0.6219277962057365,0.7575560478260741
0.2535571091153156,0.5993803745729074,0.734764622815419
0.23403708707537108,0.5990364221336765,0.7215992352459579
0.21360208699376676,0.6120621064941572,0.7364438946048418
