training_loss,validation_loss,test_loss
0.7937080670576707,0.7199466496178534,0.9970277371505897
0.7366211462469228,0.8281736464231415,1.1359881867965063
0.6940758156268734,0.6485139631328329,0.7455522847672303
0.6668626438595552,0.664402298068842,1.0397155581663051
0.631716631451803,0.5996361464525746,0.6875215291976928
0.595520162378001,0.5729536530850208,0.7022418900082509
0.5784518971495265,0.5869192194885913,0.7066489728788535
0.5551283540146474,0.664138333064265,0.8748645029962063
0.4610956515169051,0.5624430162453018,0.6585230442384878
0.43215500353629477,0.5643760820735345,0.6309483641758561
0.4071586171074449,0.5661156248812259,0.66380770560354
0.3605783515840571,0.5681383536996699,0.6572046363415818
0.34641452577888177,0.5730742253033461,0.6447150246861081
0.317671160433087,0.5670388757160544,0.6851438176662972
